Title,Poster URL,Detected Language,Line 1,Line 2,Line 3,Error
Mighty Morphin Power Rangers The Movie,https://m.media-amazon.com/images/M/MV5BOTBkODkyNTYtOTkxNC00NDA5LThmODAtMTAzNzg0ODE3ZDEwXkEyXkFqcGc@.jpg,en,Dower,MORPHING,THE,
Moonlight and Valentino,https://m.media-amazon.com/images/M/MV5BYjk2YmEwYmItNGQ0NC00OWEzLTk4ZmItNjAxNjY2MWI3MjZiXkEyXkFqcGc@.jpg,en,MONIGHT,VALENTINO,GOLDBERG,
Mute Witness,https://m.media-amazon.com/images/M/MV5BYTUzNTMwNmEtODkyNC00ZDcxLWE5ZTYtMDczYjg4NzhiZmM1XkEyXkFqcGc@.jpg,de,"""Puts Audiences Through the Suspense Wringer""""",She Won t Be Silenced,J,
Nadja,https://m.media-amazon.com/images/M/MV5BOWI2OWNjYzMtZTgxMC00ZWZhLTlhODAtMzE0ODY5Njc0MTAwXkEyXkFqcGc@.jpg,hr,OCTOBER,'FILMS,PRGDUCTion,
The Net,https://m.media-amazon.com/images/M/MV5BMDNhMjgxODUtMWRjOS00N2JlLWEyYWEtOWJhNWQ1MTdmYTllXkEyXkFqcGc@.jpg,en,NET,UD,T H E,
Reckless,https://m.media-amazon.com/images/M/MV5BY2NkNGFjN2QtYTNkYS00YjUxLTg3YTctOTljZjNmOWNiNzUzXkEyXkFqcGc@.jpg,de,RECKLESS,KINOPOISKRU,,
The Scarlet Letter,https://m.media-amazon.com/images/M/MV5BM2EzYjU0YzAtMTk4NS00MDA2LTk3NTAtNmVkZTY2ZmM2ODVlXkEyXkFqcGc@.jpg,en,THE ScARLET LETTER,DEMI MOORE,GARY OLDMAN,
The Show,https://m.media-amazon.com/images/M/MV5BNzA3ZjZlNzYtMTdjMy00NjMzLTk5ZGYtMTkyYzNiOGM1YmM3XkEyXkFqcGc@.jpg,en,J 1 M,C A R R E Y,the,
Showgirls,https://m.media-amazon.com/images/M/MV5BNzcyMjExNjg3OF5BMl5BanBnXkFtZTgwOTY4Mjc1MDE@.jpg,en,ShOW,INC-17,LEAVE,
Smoke,https://m.media-amazon.com/images/M/MV5BYWIwNmJkOWMtYzVlNC00M2QxLTgwN2UtY2QzZWE1YzkxYWM5XkEyXkFqcGc@.jpg,sl,,,,
Something to Talk About,https://m.media-amazon.com/images/M/MV5BMjhlMjc5NzItMTJhNS00NTk5LTgxZDMtNWM1NzcwMDhmMDRmXkEyXkFqcGc@.jpg,en,Glk,aboti,Julia,
Species,https://m.media-amazon.com/images/M/MV5BMjEzOTkxNTcyM15BMl5BanBnXkFtZTcwOTk0MjI3NA@@.jpg,pl,1s,Up,R,
The Stars Fell on Henrietta,https://m.media-amazon.com/images/M/MV5BZGI3MjA1NzItMWI5OC00ODFkLWIxMzEtNjc4YTk2MTgzMmE2XkEyXkFqcGc@.jpg,en,Stars,Henrielta,"It was 1935,and all they had was & dream:",
The Umbrellas of Cherbourg,https://m.media-amazon.com/images/M/MV5BOWJhNzBmNzgtYjYxYi00N2YzLWFmYjctODI2ZmM1YjY5NzI1XkEyXkFqcGc@.jpg,en,cherbourg,de,"m""Sique",
The Tie That Binds,https://m.media-amazon.com/images/M/MV5BNWM3NzhkZDMtMGJmMC00NzY4LTkxYmItOTFiNGU2MDdlY2IyXkEyXkFqcGc@.jpg,en,WITH THEIR HELP,JANIE'S BEEN ADOPTED,IF HER REAL PARENTS,
Three Wishes,https://m.media-amazon.com/images/M/MV5BY2JjOTA4ODYtNGJmOC00ODg0LWFkNWMtMWRkY2MxNGQzZWU5XkEyXkFqcGc@.jpg,en,THREE,TSHES,MARY ELIZABETH MASTRANTONIO,
Total Eclipse,https://m.media-amazon.com/images/M/MV5BODIxZmZmOTAtODUwYi00YjJlLTllOTMtMGM1NzQ4ZTdjZGE2XkEyXkFqcGc@.jpg,ca,TCTAL,ECLIPSE,,
To Wong Foo Thanks for Everything Julie Newmar,https://m.media-amazon.com/images/M/MV5BZWZjMmVhNzAtYTBmMi00YTUyLTkzMmItZGVhY2RiMmNhN2ZkXkEyXkFqcGc@.jpg,en,Td,SNIPES,SWAYZE,
Unstrung Heroes,https://m.media-amazon.com/images/M/MV5BMTdmNTIxZTUtMTMxYS00MDg0LWI5MTEtYTY5MDJkMjUyOWQ1XkEyXkFqcGc@.jpg,de,Unstrung,Heroes,ANDIE MAcDOWELL   JOHN TURTURRO,
Unzipped,https://m.media-amazon.com/images/M/MV5BMGFmM2Q1YjktMWEyMy00MWRkLTlhNTktNjQwM2NkZTAzNzQwXkEyXkFqcGc@.jpg,it,UNZIPPED,UNDRESSFD UNHINGED,UNHOOKED,
A Walk in the Clouds,https://m.media-amazon.com/images/M/MV5BYWQxZmUzZjItMTRlNi00MzE3LTg1ZjEtOWZhMzkxMTgyMDAyXkEyXkFqcGc@.jpg,en,tbeCLOUDS,WALKin,story,
Waterworld,https://m.media-amazon.com/images/M/MV5BMjI5ZmQ3NTAtNWVhMi00ZmI2LTg3YTMtN2Q1MmNjYzMwZGI1XkEyXkFqcGc@.jpg,af,WATERWORLD,K EVIN,C 0 $ T N E R,
White Man s Burden,https://m.media-amazon.com/images/M/MV5BN2FmZjFjNDAtODI2Zi00YmQxLTkxZDMtZjcxYzQ1NmQyZmFiXkEyXkFqcGc@.jpg,de,WHITE MANIS BURDEN,Harry Belafonte,John Travolta,
Wild Bill,https://m.media-amazon.com/images/M/MV5BMjI0MjI4NDkyOF5BMl5BanBnXkFtZTcwNzQ0NTg3NA@@.jpg,de,WILD BLLL,JEFF BRIDGES,L E G E N D,
The Browning Version,https://m.media-amazon.com/images/M/MV5BMzcwZjMyZmYtYzkyMy00ZmJhLTgzOWYtYmQyNGJmNWI4Nzc5XkEyXkFqcGc@.jpg,en,VERSION,nothing,THE,
Bushwhacked,https://m.media-amazon.com/images/M/MV5BNGZmOTc4MGUtMWI2ZS00ZGVkLWIwNmUtYmZmYTQ1NGY1Y2E0XkEyXkFqcGc@.jpg,en,STERN,To A,BEEN,
Burnt by the Sun,https://m.media-amazon.com/images/M/MV5BY2E5MzcyY2QtNzM1Mi00ZTk4LTg4YzMtMTQ0YThjNDJlYTIxXkEyXkFqcGc@.jpg,en,COAHHEM,YTOMAEHHBIE,N,
Before the Rain,https://m.media-amazon.com/images/M/MV5BNmYwMmU4ZGQtMjA0YS00NjQ2LThlMzMtNzQ5NTEwNjA5MmJlXkEyXkFqcGc@.jpg,en,BeFoRE,2,WINNER,
Before Sunrise,https://m.media-amazon.com/images/M/MV5BZDZhZmI1ZTUtYWI3NC00NTMwLTk3NWMtNDc0OGNjM2I0ZjlmXkEyXkFqcGc@.jpg,no,delpy,BEFORE,SUNRISE,
Billy Madison,https://m.media-amazon.com/images/M/MV5BY2Y2ODczY2YtZTQ4NS00NWQxLTlhZWMtZWY4M2IyMmJhZGI1XkEyXkFqcGc@.jpg,en,Billy Madison,Adam Sandler,#,
The Babysitter,https://m.media-amazon.com/images/M/MV5BMTY0MDUwNzg5OV5BMl5BanBnXkFtZTgwNTY4NjU3MzI@.jpg,en,1,NETFLY,OCT 13,
Boys on the Side,https://m.media-amazon.com/images/M/MV5BMDNiZDAxNjgtMzY1Ni00ZWEyLTk2ZDYtOTI4MGUxZmFiMGE4XkEyXkFqcGc@.jpg,en,BOYS ON THE SIDE,WHOOPI GOLDBERG,MARY-LOUISE PARKER,
The Cure,https://m.media-amazon.com/images/M/MV5BOTkzNjI3MWUtM2RhYi00YzliLWI2YmUtMWM3MjVhZjgwOGE2XkEyXkFqcGc@.jpg,en,The Cwne,Joseph Mazzello,Brad Renfro,
Castle Freak,https://m.media-amazon.com/images/M/MV5BOWYxODk5NTktOGZhYy00NTUzLWIzZTMtMzZiZmQyZWVkNzkxXkEyXkFqcGc@.jpg,en,CASTLEFAUAK,Hungry:,Hideous:,
Circle of Friends,https://m.media-amazon.com/images/M/MV5BYjRhYzkyNjctYjFhYi00ZTg4LTg1MWUtMTZkMDM2N2JmM2Q2XkEyXkFqcGc@.jpg,en,fFriends,Circle@,Chris 0'Donnell,
Clerks,https://m.media-amazon.com/images/M/MV5BYzcwZTU5NzMtMGIxYi00NjRhLThkYTItNjhlYWQ0MjdhYWFmXkEyXkFqcGc@.jpg,sv,#hey,Just becavse,doesnt-,
Don Juan DeMarco,https://m.media-amazon.com/images/M/MV5BMTFjOWJhYjUtNjllYi00MDdkLWJjYTMtNTNlNjJlMDVmZGJlXkEyXkFqcGc@.jpg,en,JOHNNY DEPP,MARLON BRANDO,FAYE DUNAWAY,
Dolores Claiborne,https://m.media-amazon.com/images/M/MV5BYzYxMGVlMTktNWMyNS00YmQwLThmMzAtYmI0NGJkMGI4YzlkXkEyXkFqcGc@.jpg,en,Dolores Claiborne,unhappy woman $,JENNIFER JASON LEIGH,
Dumb Dumber,https://m.media-amazon.com/images/M/MV5BNGQxZDA1MmMtYWQ1Ni00NTJmLTljMjgtZWVmODllODVhMzgyXkEyXkFqcGc@.jpg,af,EYERYDAY IS A,NO BRANER,,
Exotica,https://m.media-amazon.com/images/M/MV5BNmIwZWQxMWUtMDllZi00ZmY5LTkwY2ItNjRkNThhNWZiZjgzXkEyXkFqcGc@.jpg,ca,0,E X,C,
French Kiss,https://m.media-amazon.com/images/M/MV5BMTkzMjg5MDQ3M15BMl5BanBnXkFtZTgwOTM5NTE0MDE@.jpg,de,Fench,KLI N E,KE V I N,
Forget Paris,https://m.media-amazon.com/images/M/MV5BZGJhNjAwODgtYzk3OS00MmYyLWJmMWUtMGE1MTE5YjA5YjAzXkEyXkFqcGc@.jpg,no,PARIS,FORGET,inger,
A Goofy Movie,https://m.media-amazon.com/images/M/MV5BY2Q0OTFmMWMtMjEyNC00YWE3LTg1MGEtM2JmZGFlM2E1YWMzXkEyXkFqcGc@.jpg,en,GooFY,MOVII,7,
Hideaway,https://m.media-amazon.com/images/M/MV5BOGY1ZmYzZmUtOGIwYi00NTU4LWFjNTAtMTFkMWRjMjRlYTA3XkEyXkFqcGc@.jpg,so,HIDEAWAV,"After Two Hours,",The Doctors Brought Him Back,
Fluke,https://m.media-amazon.com/images/M/MV5BZDI2YTA0YTctYzZiNS00NTU5LWFlMzctZmM0ZTQ2MzU4MTAyXkEyXkFqcGc@.jpg,fi,FLvke,,,
Gordy,https://m.media-amazon.com/images/M/MV5BOTRlZTk4NzYtNmRlNi00ZTFjLWExOGEtYTlkMDc4ZDdhNGE3XkEyXkFqcGc@.jpg,cy,The Little Pig Who Hit It Big!,Now;,"ROLL OVER BEETHOVEN, SEE",
Gumby The Movie,https://m.media-amazon.com/images/M/MV5BZmEwYjFkNTgtZTI5Ni00YTZkLTlkYzItM2IyNTc5MTIzOWZlXkEyXkFqcGc@.jpg,en,ADVENIURE,GIGENERAL Audiences],,
The Glass Shield,https://m.media-amazon.com/images/M/MV5BYTBmZGE0ZDYtM2NjMS00MTZkLTg4MDAtMzZjMTkxMGY0M2YzXkEyXkFqcGc@.jpg,en,H |D E,n 0,0 N E,
Hoop Dreams,https://m.media-amazon.com/images/M/MV5BOGQ0NDdmZjUtYWY5OC00MDQzLThjNTgtZjc5ZTVmNGNhMmI2XkEyXkFqcGc@.jpg,nl,H,OP,DREAMS,
Heavenly Creatures,https://m.media-amazon.com/images/M/MV5BMjY2OTgyMjMtZGEwYy00NGNjLTg3NmQtNzBmMDRkZmRiYzlhXkEyXkFqcGc@.jpg,en,Heavenly,drc,T,
Houseguest,https://m.media-amazon.com/images/M/MV5BMDgyNDBlODAtOTE3My00YTM4LTg0OGEtNmQzZDg2MjZkMGQxXkEyXkFqcGc@.jpg,pt,SINBAD,PHIL,HARTMAN,
Immortal Beloved,https://m.media-amazon.com/images/M/MV5BYTcyZjIyMjEtZTk0OC00ZTM1LTg3YjctY2I3ZThiMWE5YzczXkEyXkFqcGc@.jpg,sl,IMMORTAL,Ludwig,The untold love story of,
Heavy Weights,https://m.media-amazon.com/images/M/MV5BYjVmZDg0OTAtN2QwZC00NmI0LTllY2QtOWFlOThlODdkZGIwXkEyXkFqcGc@.jpg,en,H 5,dog,they,
The Hunted,https://m.media-amazon.com/images/M/MV5BOGYyZGExZTMtNjBmNC00Y2E2LThlYmUtZTkyNDVjZjFmODljXkEyXkFqcGc@.jpg,en,HUNULD,TOMMY LEE JONES,BENICIO DEL TORO,
I.Q.,https://m.media-amazon.com/images/M/MV5BMDkyZmFiNmQtNWY1YS00N2MxLWJkMDItNWI5ODIxNWY1M2FiXkEyXkFqcGc@.jpg,it,IQ,Ryan,Think love.,
Interview with the Vampire The Vampire Chronicles,https://m.media-amazon.com/images/M/MV5BYzJlN2NiZDQtZmI4NC00ZWFiLWFmMTUtMWM4ODVlOGFlODY1XkEyXkFqcGc@.jpg,en,VAMPIRE,INTERVIEW,TOM CRUISE,
Jefferson in Paris,https://m.media-amazon.com/images/M/MV5BOTk5YjcwZmUtMzVkYi00YjI0LTliZTktZjQyMWNlZDgyZmM0XkEyXkFqcGc@.jpg,en,Jeffersen,"Passionate!""",GRETA SCACCHI,
The Jerky Boys,https://m.media-amazon.com/images/M/MV5BZTYwNWJjMDEtMjQ0Zi00NDk5LTgwMzItNjljOWU1N2UzYTEzXkEyXkFqcGc@.jpg,en,8,THE,R,
Junior,https://m.media-amazon.com/images/M/MV5BYmY3YWMyMWYtN2UyYS00YjgwLWEyOTktMmNjY2JiN2MyNWY5XkEyXkFqcGc@.jpg,en,JUNIOR,Nothing is,inconceivable.,
Just Cause,https://m.media-amazon.com/images/M/MV5BYzJkYjFhZmMtMDZiZi00YjE0LTlhZTAtZGUyNGFkOWVhODk3XkEyXkFqcGc@.jpg,de,JUST CAUSE,LAURENCE FISHBURNE,SEAN CONNERY,
Kiss of Death,https://m.media-amazon.com/images/M/MV5BNTc4NWJiNDYtYTZjZC00MDZjLTg0YTktY2VmNTc3ZTQyNWQ1XkEyXkFqcGc@.jpg,en,WIDMARK,DONLEVY,MATURE,
Love Affair,https://m.media-amazon.com/images/M/MV5BNmU3OGYxZjMtMWIwMy00ZjdmLTg5MWItNjA5NmRlMTdmMTQ4XkEyXkFqcGc@.jpg,en,bening,warren beatty,katharine hepburn,
Losing Isaiah,https://m.media-amazon.com/images/M/MV5BMmMxZjhlODYtN2JhNy00YmI5LTg4ODAtZjBlOGQ0MmU1ODFjXkEyXkFqcGc@.jpg,tl,Losing,Isaiah,WHO DECIDFS WHAT,
The Madness of King George,https://m.media-amazon.com/images/M/MV5BOWYyMDcyZDUtMzQ0ZC00ZDllLWI1MTMtZjM0M2I5N2JhNDgzXkEyXkFqcGc@.jpg,en,KING GEORGE,MADNESS OF,TH,
Mary Shelley s Frankenstein,https://m.media-amazon.com/images/M/MV5BMGQ2MWNjYWMtYmUxMy00MmMzLThhOTktMTc4MjRiOTM0N2VmXkEyXkFqcGc@.jpg,en,FRAN KENS TEIN,MA R Y,S HE LL EY'S,
Milk Money,https://m.media-amazon.com/images/M/MV5BZmY0MjcyZTEtZjMwYi00OTU2LWFiMTgtYjUxMTNmNTBlNjllXkEyXkFqcGc@.jpg,tr,MIIK,MELANIE GRIFFITH,ED HARRIS,
Miracle on 34th Street,https://m.media-amazon.com/images/M/MV5BMzA2YjU3NjUtZDNiOS00ZjY2LThjOTYtYjQ1MGM4MTk4YzZjXkEyXkFqcGc@.jpg,en,MIRACLE,Discover,the,
My Family,https://m.media-amazon.com/images/M/MV5BYjliMDY3N2YtOTI2NS00MjQ0LWFjOGItMjQ1MzYyZGVlMDJiXkEyXkFqcGc@.jpg,en,FAMILY,FIGHTING,WITHMY,
Nobody s Fool,https://m.media-amazon.com/images/M/MV5BNmNmYWYwZTctM2QzYS00Y2JlLTkyODgtYmVlNmRhNGE3YWJkXkEyXkFqcGc@.jpg,en,obodye -Fool,Perfection.,Worn,
Nell,https://m.media-amazon.com/images/M/MV5BNTkxY2NkMmItOTNmNy00NGU0LTlhM2UtOGQwNDhmNTBmNzQ3XkEyXkFqcGc@.jpg,it,Nell,JODIE FOSTER,LIAM NEESON,
New Jersey Drive,https://m.media-amazon.com/images/M/MV5BZDE4MmMxODItMGM3MS00MWJlLWFiMTAtM2Y4NDY4ZmM5OWRlXkEyXkFqcGc@.jpg,en,@RIVE,JERSFY,NEW,
Beyond Bedlam,https://m.media-amazon.com/images/M/MV5BZTcwZTM4NTQtNWE2Ni00OTVkLWIwNjctZWUzNGE3N2EyODUwXkEyXkFqcGc@.jpg,tr,BEYOND,4,Big,
Nina Takes a Lover,https://m.media-amazon.com/images/M/MV5BODk1MWYwYWEtODQ3OS00OTI5LWJkYTktZTk5MTAyYWY3ZDA1XkEyXkFqcGc@.jpg,et,lovev,LAUPA SAN GlACoMo,PAUL PHYS,
Natural Born Killers,https://m.media-amazon.com/images/M/MV5BNTlmYjkxNzYtYWMwMC00NTNhLWExZjEtNmUwMzlmYWJhOGFjXkEyXkFqcGc@.jpg,en,NOW PLAYING,IWNEY JR,BOBER,
Only You,https://m.media-amazon.com/images/M/MV5BNzg3NjFkNjgtNDZkNy00MDBiLTg3ZTYtZmI2NGY3NzEyY2IzXkEyXkFqcGc@.jpg,en,ONLY YOU,"ROBERT DOWNEY, JR",MARISA TOMEI,
Once Were Warriors,https://m.media-amazon.com/images/M/MV5BOTdjYzZiZjMtMzk1MC00MDczLWIxNWEtMjk1ZDMxMzNlZDE2XkEyXkFqcGc@.jpg,en,36,THEIR PEOPLE ONCE WERE WARRIORS,BUT ONCE,
Outbreak,https://m.media-amazon.com/images/M/MV5BNGYxY2Q0YzUtMmE3OS00ZmQ5LWFiOGUtZDZmNTJlM2YyZjJmXkEyXkFqcGc@.jpg,no,Try,to remain calm.,deadly,
Tui shou,https://m.media-amazon.com/images/M/MV5BNTIxZWVkOWEtNWIxMi00YmY2LWJiNTYtYjdlMTRjZDdmMTVmXkEyXkFqcGc@.jpg,en,Pushing Hands,Rht,,
Priest,https://m.media-amazon.com/images/M/MV5BMTQ1MTAwODc3OV5BMl5BanBnXkFtZTcwNzI0MDQ3NA@@.jpg,de,3D,3,Y 1,
Quiz Show,https://m.media-amazon.com/images/M/MV5BYzYyMjAzN2YtYTJiNC00MDhhLWE0MmUtZTE0ZmUxODU3MzkyXkEyXkFqcGc@.jpg,en,QUIZ SHOW,"Fifty million people watched,",thing:,
Picture Bride,https://m.media-amazon.com/images/M/MV5BMDZjNjU4YmItY2M5MC00ZDAzLTgyMmEtNGY3NWQ5OTlhODRjXkEyXkFqcGc@.jpg,ro,B RID E,"Hwaii,","Japan for a man she had never met,",
Queen Margot,https://m.media-amazon.com/images/M/MV5BYjhmYzJlZTgtY2NmOC00MjYyLWJlODItNDBjMmM4ODA5N2YyXkEyXkFqcGc@.jpg,nl,Margot,Reine,La,
The Quick and the Dead,https://m.media-amazon.com/images/M/MV5BZGRlZTJmNTEtMzE3Yi00YTAwLWIyMjgtODU4NTExNjFmOTQwXkEyXkFqcGc@.jpg,en,AND,TThnk,EM?,
Ready to Wear,https://m.media-amazon.com/images/M/MV5BYmZkOWZlYTctY2FlYi00YWU2LWJkYjAtOWNhYzM0ZjVmMTA1XkEyXkFqcGc@.jpg,en,WAR,REAY,things,
Three Colors Red,https://m.media-amazon.com/images/M/MV5BMTQ0YTQyYzItNGEzMi00NmI4LWJkOTMtOWMyMjAwMWEzYTZhXkEyXkFqcGc@.jpg,en,RED,' MASTERPIECE!,Chicago,
Three Colors White,https://m.media-amazon.com/images/M/MV5BMWUyMWJiYTEtNmIzYi00OTYxLTlkYjEtMGFjMjY3NDc5Mjk0XkEyXkFqcGc@.jpg,en,WHITE,IHR,R,
Pao Da Shuang Deng,https://m.media-amazon.com/images/M/MV5BMTY5NTU3NDgxNV5BMl5BanBnXkFtZTcwMTI4NzEzMQ@@.jpg,tl,Erquisite,,,
Rent-a-Kid,https://m.media-amazon.com/images/M/MV5BMjYwMzA3Njg2MF5BMl5BanBnXkFtZTcwOTI1NDMzMQ@@.jpg,en,KNETTERGEKKE,FAMILIEFILMI,MET LESLIE NIELSEN,
Relative Fear,https://m.media-amazon.com/images/M/MV5BZTc3NWIxMDItMDIzYi00OTYzLTg0NjEtMmVlMjIxMzU3MTU1XkEyXkFqcGc@.jpg,en,FEAR,RELATIE,An Explosive Suspense Thriller,
Stuart Saves His Family,https://m.media-amazon.com/images/M/MV5BMzY0MDRkYTgtYjgyOC00MDk0LTgyMjAtNDA0NGFiYTgyYjE4XkEyXkFqcGc@.jpg,en,IS,your famly.,Youll &y,
The Swan Princess,https://m.media-amazon.com/images/M/MV5BMjU3NGY2MTktZjkzOC00YTQyLTkxOTUtYmZiZjZkNzJjNzg0XkEyXkFqcGc@.jpg,en,princess,Nan,NEW LINE CINEMA,
The Secret of Roan Inish,https://m.media-amazon.com/images/M/MV5BOGI2MjQwZTAtZDc4MS00MmQ5LWEyY2YtZmFiYTZiNWNiNmI5XkEyXkFqcGc@.jpg,en,SECRETor,THE,FIIM BYJOHN SAYIES,
Stargate,https://m.media-amazon.com/images/M/MV5BNGRmZmNhMTctZTBiMy00ZmJhLWE3MmMtMDNmZWRkZjczMGVkXkEyXkFqcGc@.jpg,id,T A R G,A T E,JAMES,
The Santa Clause,https://m.media-amazon.com/images/M/MV5BNTYwZWUxNmUtNzdmMS00MDBiLWFhN2EtNjBmYjM1ZWFiNDUzXkEyXkFqcGc@.jpg,en,SANTA CLAUSE,M,THE,
Shallow Grave,https://m.media-amazon.com/images/M/MV5BZjgyZDcwOGYtZDVmMi00NWY0LWI0NDUtMGFiMzA1YjRlMjZlXkEyXkFqcGc@.jpg,en,SHALLOW GRAVE,What's a little murder among friends?,0,
Suture,https://m.media-amazon.com/images/M/MV5BMWJmNGU1YTQtNWQ5MC00MmM3LTlmNmEtNDM5MmE5MTUxMTYzXkEyXkFqcGc@.jpg,ro,SUTURE,,,
Strawberry and Chocolate,https://m.media-amazon.com/images/M/MV5BNTNmMmRmZDMtYmViZC00YjBhLTgwZWMtODY3M2U2ZDE5NDYzXkEyXkFqcGc@.jpg,en,TOMAS CUTIERREZ ALEA,JUAN CARLOS TABio,Berdin,
Swimming with Sharks,https://m.media-amazon.com/images/M/MV5BZmZmMTM5Y2UtNzVkNy00MDA0LTllNDktN2ZlMGM5NzkzY2M5XkEyXkFqcGc@.jpg,en,SWIMMIN G,WITH,SHARKS,
The Sum of Us,https://m.media-amazon.com/images/M/MV5BNTMzYWJjYjUtY2I0MS00YzJjLWIxYjEtYTRjNWM2MTQxOWQwXkEyXkFqcGc@.jpg,en,SUMoUS,JACK THOMPSON,RUSSELL CROWE,
Senior Trip,https://m.media-amazon.com/images/M/MV5BOGJiNGU2ZmItYmJiZi00MGI2LWFiMjAtNDhiNDQ3ODY5ZDg0XkEyXkFqcGc@.jpg,en,FOUR SCOPE,BEERS AGO.,AND SEVEN,
Tales from the Crypt Demon Knight,https://m.media-amazon.com/images/M/MV5BNjY0ZGJkYjYtOTI4Ni00MzJiLTg2OWItMmJmNWMxODIzOTM5XkEyXkFqcGc@.jpg,en,VEV,READY FOR YOUR DEADTIME STORY?,THE,
Tales from the Hood,https://m.media-amazon.com/images/M/MV5BNjE3YmQ4ZjMtYTQwNC00NzcxLThkOGUtZTNhMzJhZDg2MGEyXkEyXkFqcGc@.jpg,en,Hood,ales,from,
Tom Viv,https://m.media-amazon.com/images/M/MV5BYjQyZjNmNmEtYzcwYS00MDYzLTg4ZDYtY2VjMTg1MDFmNzU1XkEyXkFqcGc@.jpg,no,Oafoe,And his greatest sccret .,She was his inspiration,
Tommy Boy,https://m.media-amazon.com/images/M/MV5BMWMwOWU4NmYtZmU2Ny00MjM0LWI4NmQtN2YwNzdhYTI1MmFlXkEyXkFqcGc@.jpg,en,DAVID SPADE,I,II,
Vanya on 42nd Street,https://m.media-amazon.com/images/M/MV5BOWZiODg0NmMtYWJlYi00MTZkLWFmMmEtYjMxYmU0MWRkOTIyXkEyXkFqcGc@.jpg,en,ON 42nd STREET,"FROM THE CREATORS OF ""MY DINNER WITH ANDRE'",WALLACE SHAWN,
The Underneath,https://m.media-amazon.com/images/M/MV5BOWZmMzA1YzctM2VkZS00OTcwLTk5NWYtYjFjMjVkOGJkM2Q1XkEyXkFqcGc@.jpg,en,M,LnO PLAcE LIKE,H 0 ME,
What s Eating Gilbert Grape,https://m.media-amazon.com/images/M/MV5BNWM5NWI1OTQtMTJiOS00ZDMxLWE1ODQtZjQ4MDc4OGE4ZjQyXkEyXkFqcGc@.jpg,en,GILBERT GRAPE,LIFE IS A TERRIBLE,THING,
While You Were Sleeping,https://m.media-amazon.com/images/M/MV5BZTJmOWIzY2YtYmE2ZC00NDRiLWIzYmMtNTkyNmNlMTA0N2NkXkEyXkFqcGc@.jpg,en,Sleeping,While You Were,A story about love at second sight,
The War,https://m.media-amazon.com/images/M/MV5BNDUyODAzNDI1Nl5BMl5BanBnXkFtZTcwMDA2NDAzMw@@.jpg,en,OF THE,M,8,
The Baby-Sitters Club,https://m.media-amazon.com/images/M/MV5BNTBmZjg4MDUtNTNhMi00MjFjLWI5MWItNDNiNjY0N2M4ZjcyXkEyXkFqcGc@.jpg,en,CIuB,BAlBlY,S,
Bullets Over Broadway,https://m.media-amazon.com/images/M/MV5BNjIxNzYzOTMtNThmMy00ZjU0LTlhN2UtYzU4MmUxNjRhYjI1XkEyXkFqcGc@.jpg,en,ets,B,SIDE SPLITTING,
The Client,https://m.media-amazon.com/images/M/MV5BNWQzNGEyODctZGY4My00ZjA3LWI0OWUtMWQ3NzVkMzQyN2ZjXkEyXkFqcGc@.jpg,en,CLIENT,A DISTRICT ATTORNEY,THE,
Crooklyn,https://m.media-amazon.com/images/M/MV5BZWE2NDNhNjQtOGExMC00MWQ1LTg2N2UtNGZjYzVjNWZiYjkzXkEyXkFqcGc@.jpg,cy,LEE,SPIKE,,
The Crow,https://m.media-amazon.com/images/M/MV5BMjEyOWJjMWQtZTY4Yi00ZjYyLWJhNDktZmRkNzEwMjlhZjQ3XkEyXkFqcGc@.jpg,en,The,AND IMAX,"LIONSGATE""",
Cobb,https://m.media-amazon.com/images/M/MV5BYWJjNjExY2QtMGM5MC00NTYyLTk1NDgtOGI4ZTg1NTQ3ZTJhXkEyXkFqcGc@.jpg,en,COBB,The children of America need heroes:,T 0 M M Y L E E,
The Flintstones,https://m.media-amazon.com/images/M/MV5BZmQwYjljNjUtYjA0NC00MTEyLWE0YmItNGViNGU5ZDEzMWRiXkEyXkFqcGc@.jpg,en,M,YABBA-,AMBLIN,
Four Weddings and a Funeral,https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@.jpg,en,Funeral,MACDOWELL,GRANT,
I Love Trouble,https://m.media-amazon.com/images/M/MV5BOTFlZWEzM2QtN2NhYy00NjY4LWFkZWEtYWM1MWI2ZGM3NDhkXkEyXkFqcGc@.jpg,en,NOLTE,ACE,,
It Could Happen to You,https://m.media-amazon.com/images/M/MV5BZDAxZTM1MGMtZmE1ZC00ZjliLTgwNzYtMThmY2E5NmUxZTA2XkEyXkFqcGc@.jpg,en,You,ITCOULD,HAPPEN,
The Jungle Book,https://m.media-amazon.com/images/M/MV5BMTc3NTUzNTI4MV5BMl5BanBnXkFtZTgwNjU0NjU5NzE@.jpg,en,JOHANSSON,APRIL 15,MURRAY,
The Lion King,https://m.media-amazon.com/images/M/MV5BYjBkOWUwODYtYWI3YS00N2I0LWEyYTktOTJjM2YzOTc3ZDNlXkEyXkFqcGc@.jpg,en,MUFASA,{Snep,THE,
Little Buddha,https://m.media-amazon.com/images/M/MV5BMTBmMzk1ZDQtNzRlZS00ZWYyLTlmNjYtNDMxMDIzMWJjNjg1XkEyXkFqcGc@.jpg,de,LITTLE,UDDHA,|,
